item_no,chapter,description,unit,rate
A9.114.1,9.0 WOOD,Providing and fixing magnetic catcher of approved quality in screws etc. complete. - Triple strip vertical type,Each,48.1
A9.114.2,9.0 WOOD,Providing and fixing magnetic catcher of approved quality in screws etc. complete. - Double strip (horizontal type),Each,38.2
A9.115,9.0 WOOD,300 mm long without necessary screws etc. complete as per,Each,4116.2
A9.116,9.0 WOOD,to run inside C or E aluminium channel section (The payment of C,Each,18.2
A9.117.1,9.0 WOOD,nos. stainless steel hinges fixed to the frame complete as per manufacturer's specification and direction of Engineer-in- - Extruded section profile size 48x40 mm,Metre,252.3
A9.117.2,9.0 WOOD,nos. stainless steel hinges fixed to the frame complete as per manufacturer's specification and direction of Engineer-in- - Extruded section profile size 42x50 mm,Metre,308.6
A9.118.1,9.0 WOOD,"0.2 mm) wall thickness, fixed to the shutter styles by means of",Sqm,2052.1
A9.118.3,9.0 WOOD,25 mm. M.S. tube having dimensions 19 mm x 19 mm and 1.0 mm,Sqm,3063.0
A9.119,9.0 WOOD,door frame profiles to be reinforced with 19x19 mm M.S. square,Metre,461.5
A9.120.1,9.0 WOOD,on the interior side of the 'C' Channel using PVC solvent adhesive etc. comnlete as ner direction of Fnoineer-in-Charse. - 30 mm thick plain PVC door shutters,Sqm,2867.5
A9.121,9.0 WOOD,polyester resin and chopped mat. Door frame laminate shall be),Metre,816.1
A9.122.1,9.0 WOOD,"styles, with wooden frame and suitable blocks of seasoned wood",Sqm,4149.3
A9.123,9.0 WOOD,"size 38 mm x 4 mm and PVC solvent cement, including fixing the",Metre,565.9
A9.124.1,9.0 WOOD,screws of size 100mm x 8mm complete as per manufacturer's specifications and direction of Engineer-in-Charge. - Non decorative finish,Sqm,3612.6
A9.124.2,9.0 WOOD,Decorative finish (both side wood grained finish),Sqm,3777.2
A9.125,9.0 WOOD,shutters (bathroom and W.C. doors) using synthetic rubber based,Sqm,28996.5
A9.126.1,9.0 WOOD,inside grooves or rebates to be measured). Panelling for panelled or panelled and glazed shutters 25 mm to 40 mm thick. - Marine plywood conforming to IS: 710,Sqm,2217.8
A9.126.2,9.0 WOOD,Fire retardant plywood conforming to IS : 5509,Sqm,2527.1
A9.127.1,9.0 WOOD,"quality conforming to IS : 2046 Type S, including cost of adhesive of approved quality. - 1.5 mm thick",Metre,977.5
A9.127.2,9.0 WOOD,"quality conforming to IS : 2046 Type S, including cost of adhesive of approved quality. - 1.0 mm thick",Metre,823.6
A9.129,9.0 WOOD,having one side decorative lamination and other side balancing,Sqm,2185.1
A9.130.2,9.0 WOOD,With non decorative veneering on both sides,Sqm,1715.9
A9.131.1,9.0 WOOD,complete as per architectural drawing and direction of Engineer- in-Charge (Cost of '‘U' beading and hinges will be paid for - 25 mm thick,Sqm,1768.1
A9.132,9.0 WOOD,"laminated/flush door shutter, including fixing etc. complete as",Kg,637.1
A9.133.1.1,9.0 WOOD,"siliceous materials reinforced with cellulose fiber manufactured with compressive strength 225 Kg/sq.cm, Bending strength 100 - 10 mm thick",Sqm,1514.9
A9.133.2.1,9.0 WOOD,'8 mm thick cement fibre board as per IS : 14862,Sqm,1152.6
A9.133.2.2,9.0 WOOD,8 mm thick cement bonded wood particle board as per IS : 14276,Sqm,1143.5
A9.133.3.1,9.0 WOOD,Multipurpose cement board reinforced with suitable fibre cement ‘Plain Gypsum plaster board conforming to IS : 2095 (part |): 2011 | | | | | | - 12.5 mm thick,Sqm,1147.9
A9.134.1.1.1,9.0 WOOD,clerestory windows with necessary screws:. With ISI marked M.S. pressed butt hinges bright finished of | | | | | | - Second claas teak wood,Sqm,2820.3
A9.134.1.1.2,9.0 WOOD,Kiln seasoned and chemically treated hollock wood,Sqm,3356.5
A9.134.1.1.3,9.0 WOOD,kiln seasoned selected class of sheesham wood,Sqm,2770.1
A9.134.1.2.3,9.0 WOOD,kiln seasoned selected class of sheesham wood,Sqm,2925.7
A9.134.2.1.1,9.0 WOOD,Second claas teak wood,Sqm,2574.7
A9.134.2.1.2,9.0 WOOD,Kiln seasoned and chemically treated hollock wood,Sqm,3035.7
A9.134.2.1.3,9.0 WOOD,kiln seasoned selected class of sheesham wood,Sqm,2531.7
A9.134.2.2.1,9.0 WOOD,With ISI marked M.S. pressed butt hinges bright finished of - Second class teak wood,Sqm,2730.4
A9.134.2.2.2,9.0 WOOD,Kiln seasoned and chemically treated hollock wood,Sqm,3191.5
A9.134.2.2.3,9.0 WOOD,kiln seasoned selected class of sheesham wood,Sqm,2687.4
A9.135.1,9.0 WOOD,With 2nd claas teak wood beading 62x19 mm,Sqm,1204.1
A9.135.2,9.0 WOOD,"gauge, to windows and clerestory windows using wire gauge with dia. 0.50 mm all complete. - With 12 mm mild steel U beading",Sqm,1109.5
A9.136,9.0 WOOD,of size 10x4 mm (minimum) around the frame and fixing wih dash,Metre,1749.3
A9.137,9.0 WOOD,out of 16 SWG G.I. sheet (zinc coating not less than 120 gm/m2),Sqm,7486.7
A9.140.1,9.0 WOOD,12 mm thick commercial ply conforming to IS : 1328 BWR type,Sqm,1191.2
A9.142.1,9.0 WOOD,"PVC extruded sheet inserted in the door as panel, all complete as per manufacturer's specification and direction of Engineer-in- - Non decorative finish (matt finish)",Sqm,3873.3
A9.142.2,9.0 WOOD,"PVC extruded sheet inserted in the door as panel, all complete as per manufacturer's specification and direction of Engineer-in- - Decorative finish (wood grained finish)",Sqm,4614.2
A9.143,9.0 WOOD,profile of size 28 mm x 30 mm having wall thickness 2 mm (40.2,Metre,45.2
A9.144,9.0 WOOD,"each corner and stainless steel screws, reinforcing the hinge side of style by inserting PVC profile of size 28 mm x 30 mm, with wall - . : .",Sqm,4215.5
A9.145,9.0 WOOD,"Door Frame and PVC reinforcement profile to be mitred cut,",Metre,703.8
A9.146,9.0 WOOD,"thickness 2 mm (+0.2 mm).Styles,rails and reinforcement to be fusion welded together.Only hinge side vertical style to be - . : . . : :",Sqm,4544.7
A9.148.1,9.0 WOOD,"Providing and fixing stainless steel (SS-304 grade) friction hinges to the side/top hung uPVC windows, of approved quality, with - 200x19x1.9 mm",Each,359.3
A9.148.2,9.0 WOOD,"Providing and fixing stainless steel (SS-304 grade) friction hinges to the side/top hung uPVC windows, of approved quality, with - 250x19x1.9 mm",Each,400.4
A9.148.3,9.0 WOOD,"Providing and fixing stainless steel (SS-304 grade) friction hinges to the side/top hung uPVC windows, of approved quality, with - 300x19x1.9 mm",Each,425.1
A9.148.4,9.0 WOOD,"to the side/top hung uPVC windows, of approved quality, with - 350x19x1.9 mm",Each,589.8
A9.148.5,9.0 WOOD,400x19x1.9 mm,Each,622.7
A9.149,9.0 WOOD,powder coated) for uPVC casement window with necessary,Each,225.0
A9.154,9.0 WOOD,"spacing near opening, with necessary welding at junctions and",Kg,140.5
A9.155,9.0 WOOD,portion inside grooves or rebated to be measured). Panelling for,Sqm,1757.9
A9.156.1,9.0 WOOD,Grade - | MDF Board 12 mm thick conforming to IS:14587,Sqm,1003.4
A9.156.2,9.0 WOOD,Grade - | MDF Board 18 mm thick conforming to 1S:14587,Sqm,1243.2
A9.157.1,9.0 WOOD,balancing lamination exterior Grade - | MDF Board 18 mm thick,Sqm,1396.5
A9.157.2,9.0 WOOD,balancing lamination exterior Grade - | MDF Board 25 mm thick,Sqm,1911.4
A9.158.1,9.0 WOOD,"14587:1998 marked, pre-laminated one side decorative arrangement and screws etc. complete. - 12 mm thick",Sqm,1207.2
A9.158.2,9.0 WOOD,"14587:1998 marked, pre-laminated one side decorative arrangement and screws etc. complete. - 18 mm thick",Sqm,1451.7
A9.158.3,9.0 WOOD,"14587:1998 marked, pre-laminated one side decorative arrangement and screws etc. complete. - 25 mm thick",Sqm,1986.0
A9.160.1,9.0 WOOD,"arrangements and screws, including drilling necessary holes for rawl plugs etc. all complete. - 18 mm thick",Sqm,2182.2
A9.160.2,9.0 WOOD,"arrangements and screws, including drilling necessary holes for rawl plugs etc. all complete. - 25 mm thick",Sqm,2716.4
A9.161,9.0 WOOD,vertical style and 4 on horizontal style of size M 10 x 80) suitable,Metre,1861.7
A9.162,9.0 WOOD,thick G.I. sheet (zinc coating not lass than 120gm/mz2) duly filled,Sqm,10310.7
A9.164,9.0 WOOD,required thickness having 120 minutes of fire resistance both,Sqm,48476.0
A9.165.1,9.0 WOOD,shall not be more than 1100x2200 mm (w xh) or 2.42 sqm. Providing and fixing bright/matt finished Stainless Steel handles - 125 mm,Each,119.2
A9.165.2,9.0 WOOD,shall not be more than 1100x2200 mm (w xh) or 2.42 sqm. Providing and fixing bright/matt finished Stainless Steel handles - 100 mm,Each,88.8
A9.165.3,9.0 WOOD,shall not be more than 1100x2200 mm (w xh) or 2.42 sqm. Providing and fixing bright/matt finished Stainless Steel handles - 75 mm,Each,55.8
A10.1,10.0 STEEL WORKS,applying a priming coat of approved steel primer all complete.,Kg,105.3
A10.2,10.0 STEEL WORKS,fixing in position and applying a priming coat of approved steel,Kg,132.9
A10.3,10.0 STEEL WORKS,"with 40 mm dia. Steel pulleys, complete with bolts, nuts, locking",Sqm,8994.3
A10.4,10.0 STEEL WORKS,40x40x6mm angle and T-iron guide at the top and bottom,Sqm,5609.2
A10.5.1,10.0 STEEL WORKS,Using M.S. angels 40x40x6 mm for diagonal braces,Sqm,4808.5
A10.5.2,10.0 STEEL WORKS,Using flats 30x6mm for diagonal braces and central cross piece.,Sqm,4616.3
A10.6.1,10.0 STEEL WORKS,80x1.25 mm M.S. laths with 1.25 mm thick top cover,Sqm,3387.3
A10.6.2,10.0 STEEL WORKS,80x1.20 mm M.S. laths with 1.20 mm thick top cover,Sqm,3214.4
A10.6.3,10.0 STEEL WORKS,80x0.90 mm M.S. laths with 0.90 mm thick top cover,Sqm,3030.6
A10.7,10.0 STEEL WORKS,Providing and fixing ball bearing for rolling shutters,Nos,516.7
A10.8.1,10.0 STEEL WORKS,Exceeding 10.00 sqm and upto 16.80 sqm in the area,Sqm,1361.6
A10.8.2,10.0 STEEL WORKS,Exceeding 16.80 sqm in area,Sqm,1361.6
A10.9,10.0 STEEL WORKS,8mm dia. M.S. bar instead of laths as per design approved by,Sqm,823.2
A10.10.1,10.0 STEEL WORKS,concrete block 15x10x10 cm of C.C. 1:3:6 (1 cement: 3 coarse,Kg,62.2
A10.10.2,10.0 STEEL WORKS,Fixing with 15x3 mm lugs 10 cm long embeded in cement sand: 6 graded stone aggregate 20 mm nominal size) - f :,Kg,32.2
A10.11.1,10.0 STEEL WORKS,concrete block 15x10x10 cm of C.C. 1:3:6 (1 cement: 3 coarse,Kg,197.5
A10.11.2,10.0 STEEL WORKS,sand: 6 graded stone aggegate 20 mm nominal size) Fixing with carbon steel galvanised dash fastener of required dia - : :,Kg,116.8
A10.12,10.0 STEEL WORKS,"glazing clips and metal sash putty in steel doors, windows,",Metre,55.9
A10.13.1,10.0 STEEL WORKS,concrete block 15x10x10 cm of C.C. 1:3:6 (1 cement: 3 coarrse,Kg,127.1
A10.13.2,10.0 STEEL WORKS,sand: 6 graded stone aggregate 20 mm nominal size). Fixing with carbon steel galvanised dash fatener of required dia - : .,Kg,123.0
A10.14.1.1,10.0 STEEL WORKS,Fixing with adjustable lugs with split end tail to each jamb,Metre,484.7
A10.14.1.2,10.0 STEEL WORKS,Fixing with carbon steel galvanised dash fastener of required dia - : .,Metre,471.6
A10.14.2.2,10.0 STEEL WORKS,Fixing with adjustable lugs with split end tail to each jamb,Metre,504.5
A10.14.3.1,10.0 STEEL WORKS,Fixing with adjustable lugs with split end tail to each jamb,Metre,567.1
A10.14.3.2,10.0 STEEL WORKS,Fixing with carbon steel galvanised dash fastener of required dia - : .,Metre,553.9
A10.15.1,10.0 STEEL WORKS,concrete block 15x10x10 cm of C.C. 1:3:6 (1 cement: 3 coarse),Metre,158.8
A10.15.2,10.0 STEEL WORKS,sand: 6 graded stone aggregate 20 mm nominal size) Fixing with carbon steel galvanised dash fastener of required dia - : .,Metre,144.8
A10.16.2,10.0 STEEL WORKS,including welding and bolted with special shaped washers etc. - Hot finished Seamless type tubes,Kg,172.9
A10.16.3,10.0 STEEL WORKS,Electric resistance or induction butt welded tubes,kg,138.3
A10.17,10.0 STEEL WORKS,"during laying, including painting the exposed portion of loop, all",Each,193.8
A10.18,10.0 STEEL WORKS,"proper bonding, top lid shall be screwed into the cast iron/M.S",Each,196.4
A10.20,10.0 STEEL WORKS,Providing and fixing bolts including nuts and washers complete,Kg,136.4
A10.21,10.0 STEEL WORKS,Providing and fixing M.S rivets of sizes in position,kg,226.8
A10.25.1,10.0 STEEL WORKS,"In stringers, treads, landings etc. of stair cases including use of",Kg,114.8
A10.25.2,10.0 STEEL WORKS,"In gratings, frames, guard bar, ladders, railings, brackets, gates",Kg,147.4
A10.26.1,10.0 STEEL WORKS,"Providing and fixing hand rail of approved size by welding etc. to works, including applying priming coat of approved steel primer - M.S. tube",Kg,158.2
A10.26.2,10.0 STEEL WORKS,"Providing and fixing hand rail of approved size by welding etc. to works, including applying priming coat of approved steel primer - E.R.W. tubes",Kg,146.9
A10.26.3,10.0 STEEL WORKS,"Providing and fixing hand rail of approved size by welding etc. to works, including applying priming coat of approved steel primer - G.I. pipes",Kg,174.1
A10.27.1,10.0 STEEL WORKS,"(yield strength 480 N/mm’) counter sunk head, comprising of 10 frame, concrete/ masonry, etc. as per direction of Engineer-in- - 10x60 mm",Each,99.0
A10.27.2,10.0 STEEL WORKS,"(yield strength 480 N/mm’) counter sunk head, comprising of 10 frame, concrete/ masonry, etc. as per direction of Engineer-in- - 10x80 mm",Each,7598.0
A10.27.3,10.0 STEEL WORKS,"(yield strength 480 N/mm’) counter sunk head, comprising of 10 frame, concrete/ masonry, etc. as per direction of Engineer-in- - 10x120 mm",Each,130.3
A10.27.4,10.0 STEEL WORKS,"frame, concrete/ masonry, etc. as per direction of Engineer-in- - 10x140 mm",Each,144.3
A10.27.5,10.0 STEEL WORKS,"frame, concrete/ masonry, etc. as per direction of Engineer-in- - 10x160 mm",Each,179.0
A10.28,10.0 STEEL WORKS,"stainless steel dash fasteners, stainless steel bolts etc., of",kg,664.6
A10.29.1,10.0 STEEL WORKS,Galvanised M.S. Wire gauge with 0.63 mm dia. Wire and 1.4 mm,Sqm,9656.6
A10.29.2,10.0 STEEL WORKS,Stainless steel (Grade 304) wire gauge of 0.5 mm dia. Wire and,Sqm,1072.9
A10.30.1,10.0 STEEL WORKS,1.4mm aperture on both sides Providing and fixing glass panes with putty and glazing clips in - 4.0mm thick glass panes,Sqm,1061.1
A10.30.2,10.0 STEEL WORKS,1.4mm aperture on both sides Providing and fixing glass panes with putty and glazing clips in - 5.5mm thick glass panes,Sqm,1423.3
A11.1.1,11.0 FLOORING,"Brick on edge flooring with bricks of class designation 7.5 on a same mortar, with common burnt clay non-modular bricks: - MF 1:4 (1 cement : 4 coarse sand)",Sqm,1441.3
A11.1.2,11.0 FLOORING,"Brick on edge flooring with bricks of class designation 7.5 on a same mortar, with common burnt clay non-modular bricks: - MF 1:6 (1 cement : 6 coarse sand)",Sqm,1384.6
A11.2,11.0 FLOORING,"joints with Jamunna sand, with common burnt clay non modular",Sqm,1184.5
A11.3.1,11.0 FLOORING,MF 40mm thick with 20mm nominal size stone aggregate,Sqm,609.5
A11.4,11.0 FLOORING,"MF |mix 1:2 (1 cement hardener mix: 2 graded stone aggregate, 6mm",Sqm,890.7
A11.5,11.0 FLOORING,"MF mix 1:2 (1 cement hardener mix: 2 graded stone aggregate, 6mm",Sqm,985.3
A11.6.1,11.0 FLOORING,of steps etc. complete. Cement plaster skirting upto 30 cm height with cement mortar - MF (18 mm thick,Sqm,575.6
A11.7,11.0 FLOORING,"MF 4 graded stone aggregate 20mm nominal size), including finishing =",Cum,10456.8
A11.8,11.0 FLOORING,Extra for making chequers of approved pattern on cement,Sqm,55.0
A11.9.1,11.0 FLOORING,"cement marble powder mix: 7 marble chips) by volume, including cement slurry etc. complete: - Dark shade pigment with ordinary cement.",Sqm,937.1
A11.9.2,11.0 FLOORING,"cement marble powder mix: 7 marble chips) by volume, including cement slurry etc. complete: - Light shade pigment with white cement",Sqm,1030.8
A11.9.4,11.0 FLOORING,cement slurry etc. complete: Medium shade pigment with 50% white cement and 50% ordinary - White cement without any pigment.,Sqm,1005.4
A11.9.5,11.0 FLOORING,Light shade pigment with ordinary cement.,Sqm,932.42
A11.9.6,11.0 FLOORING,cement slurry etc. complete: Medium shade pigment with 50% white cement and 50% ordinary - Ordinary cement without any pigment.,Sqm,901.9
A11.10.1,11.0 FLOORING,MF Dark shade pigment with ordinary cement.,Sqm,942.7
A11.10.2,11.0 FLOORING,"cement marble powder: 7 marble chips) by volume, including cement slurry etc. complete - MF Light shade pigment with white cement",Sqm,1076.5
A11.10.4,11.0 FLOORING,cement slurry etc. complete Medium shade pigment with 50% white cement and 50% ordinary - MF White cement without any pigment.,Sqm,1059.1
A11.10.5,11.0 FLOORING,MF Light shade pigment with ordinary cement.,Sqm,938.0
A11.10.6,11.0 FLOORING,cement slurry etc. complete Medium shade pigment with 50% white cement and 50% ordinary - MF Ordinary cement without any pigment.,Sqm,909.8
A11.11.1,11.0 FLOORING,MF Dark shade pigment with ordinary cement.,Sqm,990.1
A11.11.2,11.0 FLOORING,"cement marble powder mix : 3 marble chips) by volume, including cement slurry etc. complete: - MF Light shade pigment with white cement",Sqm,1177.6
A11.11.4,11.0 FLOORING,Medium shade pigment with 50% white cement and 50% ordinary - MF White cement without any pigment.,Sqm,923.4
A11.11.5,11.0 FLOORING,MF Light shade pigment with ordinary cement.,Sqm,980.8
A11.11.6,11.0 FLOORING,Medium shade pigment with 50% white cement and 50% ordinary - MF Ordinary cement without any pigment.,Sqm,923.4
A11.12.1.1,11.0 FLOORING,MF Dark shade pigment with ordinary cement.,Sqm,1373.8
A11.12.1.2,11.0 FLOORING,4:7 (4 cement marble powder mix: 7 marble chips) by volume: 18 mm thick with under layer 12 mm thick in cement plaster 1:3 - MF Light shade pigment with white cement,Sqm,1467.5
A11.12.1.4,11.0 FLOORING,18 mm thick with under layer 12 mm thick in cement plaster 1:3 Medium shade pigment with 50% white cement and 50% ordinary - MF White cement without any pigment.,Sqm,1343.7
A11.12.1.5,11.0 FLOORING,MF Light shade pigment with ordinary cement.,Sqm,1369.1
A11.12.1.6,11.0 FLOORING,Medium shade pigment with 50% white cement and 50% ordinary - MF Ordinary cement without any pigment.,Sqm,1341.2
A11.13.1,11.0 FLOORING,Medium shade pigment with 50% white cement and 50% ordinary Providing and fixing glass strips in joints of terrazo/ cement - 40mm wide and 4mm thick.,Metre,75.8
A11.14,11.0 FLOORING,"30cm in width, including cost of forming, nosing etc.",Sqm,60.2
A11.16.1,11.0 FLOORING,MF Light shade pigment using white cement,Sqm,1459.2
A11.16.2,11.0 FLOORING,MF Medium shade using 50% white cement and 50% ordinary cement,Sqm,1367.5
A11.16.3,11.0 FLOORING,MF Dark shade pigment using ordinary cement.,Sqm,1284.9
